Date,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,SO2,CO2,Location,Surface Water Temp (°C),Middle Water Temp (°C),Bottom Water Temp (°C),pH Level,Ammonia (mg/L),Nitrate-N/Nitrite-N  (mg/L),Phosphate (mg/L),Dissolved Oxygen (mg/L),WQI
2013-01-01,0.0566315273351311,0.10666666666666644,0.4285714285714279,0.4736842105263159,0.5,0.0588235294117647,0.2052656072150709,0.30206272528016814,Wawa Tanauan,0.6847058823529412,0.5317073170731711,0.20540540540540542,0.6590909090909087,0.3738738738738738,0.003350970017636684,0.1156249999999999,0.0418006430868167,0.14969287668715844
2013-01-31,0.0566315273351311,0.10666666666666644,0.4285714285714279,0.4736842105263159,0.5,0.0588235294117647,0.2052656072150709,0.30206272528016814,Wawa Tanauan,0.6847058823529412,0.5317073170731711,0.20540540540540542,0.6590909090909087,0.3738738738738738,0.003350970017636684,0.1156249999999999,0.0418006430868167,0.14969287668715844
2013-01-31,0.0566315273351311,0.10666666666666644,0.4285714285714279,0.4736842105263159,0.5,0.0588235294117647,0.2052656072150709,0.30206272528016814,Aya Talisay,0.6867647058823529,0.5024390243902442,0.24864864864864858,0.6948051948051948,0.0,0.004056437389770723,0.1275568181818182,0.4180064308681672,0.21042259758246376
2013-02-01,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Aya Talisay,0.6867647058823529,0.5024390243902442,0.24864864864864858,0.6948051948051948,0.0,0.004056437389770723,0.1275568181818182,0.4180064308681672,0.21042259758246376
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Tanauan,0.6858823529411765,0.4894308943089432,0.22432432432432478,0.7110389610389607,0.1945945945945945,0.0,0.1829545454545454,0.7162379421221865,0.3532218811909441
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Mataas na Kahoy,0.6885294117647058,0.4894308943089432,0.2297297297297297,0.7727272727272725,0.2108108108108108,0.001763668430335097,0.1352272727272727,0.5217041800643087,0.2996705841518432
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,San Nicolas,0.6991176470588235,0.4878048780487808,0.2297297297297297,0.743506493506493,0.1518918918918918,0.001763668430335097,0.1380681818181818,0.5570739549839229,0.2948274561379488
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Subic Ilaya Agoncilo,0.7070588235294117,0.5040650406504067,0.2108108108108112,0.8441558441558441,0.2108108108108108,0.001763668430335097,0.1431818181818182,0.592443729903537,0.33939369723526636
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Bañaga Agoncillo,0.7044117647058823,0.547967479674797,0.2945945945945948,0.7240259740259742,0.2108108108108108,0.001763668430335097,0.1227272727272727,0.4614147909967845,0.2775378621103224
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Bilibinwang Agoncillo,0.7047058823529412,0.5463414634146345,0.32432432432432434,0.8084415584415585,0.1648648648648648,0.0,0.1105113636363636,0.492765273311897,0.29454763076641577
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Balakilong Laurel,0.7073529411764706,0.5317073170731711,0.2864864864864865,0.743506493506493,0.2162162162162161,0.00582010582010582,0.1105113636363636,0.504823151125402,0.29691940162731556
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Berinayan Laurel,0.7052941176470588,0.5495934959349599,0.2972972972972972,0.75,0.2162162162162161,0.0,0.1303977272727272,0.4445337620578778,0.27822091175826447
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Sampaloc Talisay,0.7035294117647058,0.5447154471544716,0.32432432432432434,0.7402597402597402,0.2378378378378378,0.01164021164021164,0.1076704545454545,0.4863344051446945,0.30156962538155085
2013-02-11,0.1495464574650649,0.2799999999999999,0.5306122448979584,0.4210526315789469,0.5,0.1470588235294117,0.2052656072150709,0.30206272528016814,Tumaway Talisay,0.6926470588235294,0.5349593495934964,0.2648648648648656,0.698051948051948,0.2378378378378378,0.01164021164021164,0.1267045454545454,0.4292604501607717,0.2714173419491259
